document_ID,question_ID,question,prediction_ID,prediction_sentence
1,87,In what year was the local postage stamp overprinted and has since been replaced?,[129],"In 1899, the local postage stamps were overprinted ""Guam"" as was done for the other former Spanish colonies, but this was discontinued shortly thereafter and regular U.S. postage stamps have been used ever since."
1,88,What type of postal service does Guam currently have today?,[105],"Guam elects one non-voting delegate, currently Democrat Madeleine Z. Bordallo, to the United States House of Representatives."
1,89,What is the current Zip Code range in Guam?,[130],"Because Guam is also part of the U.S. Postal System (postal abbreviation: GU, ZIP code range: 96910–96932), mail to Guam from the U.S. mainland is considered domestic and no additional charges are required."
1,90,Which three major companies do not consider Guam as domestic when shipping is involved?,[131],"Private shipping companies, such as FedEx, UPS, and DHL, however, have no obligation to do so, and do not regard Guam as domestic."
1,91,What determines the speed in which mail reaches Guam from the United States?,[132],The speed of mail traveling between Guam and the states varies depending on size and time of year.
1,92,Which type of service usually takes less than a week to get postage to the island?,[133],"Light, first-class items generally take less than a week to or from the mainland, but larger first-class or Priority items can take a week or two."
1,93,What do most Guam residents use when receiving mail?,[135],"Most residents use post office boxes or private mail boxes, although residential delivery is becoming increasingly available."
1,94,What is considered to be the lifeline of Guam?,[137],The Commercial Port of Guam is the island's lifeline because most products must be shipped into Guam for consumers.
1,95,What is the name of the shipping company in Hawaii that connects Guam?,[131],"Private shipping companies, such as FedEx, UPS, and DHL, however, have no obligation to do so, and do not regard Guam as domestic."
1,96,Why is the port so important?,[12],"Between the 1500s and the 1700s, Guam was an important stopover for the Spanish Manila Galleons."
1,97,What is the name of the international airport in Guam?,[141],"Guam is served by the Antonio B. Won Pat International Airport, which is a hub for United Airlines."
1,98,What major airline resides at the airport?,[141],"Guam is served by the Antonio B. Won Pat International Airport, which is a hub for United Airlines."
1,99,What is Guam responsible for when goods both come in and leave?,[142],The island is outside the United States customs zone so Guam is responsible for establishing and operating its own customs and quarantine agency and jurisdiction.
1,100,Which animal was accidentally introduced into Guam?,[145],"Believed to be a stowaway on a U.S. military transport near the end of World War II, the brown tree snake (Boiga irregularis) was accidentally introduced to Guam, that previously had no native species of snake."
1,101,What was accidentally introduced into Guam?,[145],"Believed to be a stowaway on a U.S. military transport near the end of World War II, the brown tree snake (Boiga irregularis) was accidentally introduced to Guam, that previously had no native species of snake."
1,102,With the introduction of a non native snake in the area of Guam what impact did it have the island?,[153],"Before the introduction of the brown tree snake, Guam was home to several endemic bird species."
1,103,What has the U.S Department of Agriculture done to help watch for the snakes?,[151],The United States Department of Agriculture has trained detector dogs to keep the snakes out of the island's cargo flow.
1,104,What are the names of the two native birds in Guam before the brown snake intrusion?,[153],"Before the introduction of the brown tree snake, Guam was home to several endemic bird species."
1,105,How many bird species have been driven to extinction in Guam?,[157],As many as twelve bird species are believed to have been driven to extinction.
1,106,What other bird was very common before WWII according to the elders?,[158],"According to many elders, ko'ko' birds were common in Guam before World War II."
1,107,What insect was detected in 2007?,[159],"An infestation of the coconut rhinoceros beetle (CRB), Oryctes rhinoceros, was detected on Guam on September 12, 2007."
1,108,What other American territory has these beetles that have infested Guam?,[159],"An infestation of the coconut rhinoceros beetle (CRB), Oryctes rhinoceros, was detected on Guam on September 12, 2007."
1,109,Where is the Coconut Beetle native to?,[159],"An infestation of the coconut rhinoceros beetle (CRB), Oryctes rhinoceros, was detected on Guam on September 12, 2007."
1,110,What plagues the Guam dry season?,[164],Wildfires plague the forested areas of Guam every dry season despite the island's humid climate.
1,111,What are the cause of the majority of the fires in the area?,[167],Invasive grass species that rely on fire as part of their natural life cycle grow in many regularly burned areas.
1,112,What causes water quality problems in Guam?,[169],"During the rainy season sediment is carried by the heavy rains into the Fena Lake Reservoir and Ugum River, leading to water quality problems for southern Guam."
1,113,What has Guam recently being trying to protect?,[76],"In recent years, earthquakes with epicenters near Guam have had magnitudes ranging from 5.0 to 8.7."
